5.0,2.0,-0.2
5.0,3.0,-0.3
5.0,4.0,-0.41
5.0,5.0,-0.27
5.0,6.0,-0.29
5.0,7.0,-0.09
5.0,8.0,0.24
5.0,9.0,-0.01
5.0,10.0,0.23
5.0,11.0,0.2
5.0,12.0,0.25
5.0,13.0,0.26
5.0,14.0,0.3
5.0,15.0,0.43
5.0,16.0,0.67
5.0,17.0,0.16
5.0,18.0,0.35
5.0,19.0,0.19
5.0,20.0,0.42
6.0,1.0,0.06
6.0,2.0,-0.14
6.0,3.0,-0.22
6.0,4.0,-0.25
6.0,5.0,-0.29
6.0,6.0,-0.29
6.0,7.0,-0.07
6.0,8.0,0.02
6.0,9.0,-0.1
6.0,10.0,0.16
6.0,11.0,0.25
6.0,12.0,0.18
6.0,13.0,0.24
6.0,14.0,0.5
6.0,15.0,0.34
6.0,16.0,0.58
6.0,17.0,0.19
6.0,18.0,0.3
6.0,19.0,0.44
6.0,20.0,0.09
7.0,1.0,0.08
7.0,2.0,-0.67
7.0,3.0,-0.16
7.0,4.0,0.02
7.0,5.0,-0.09
7.0,6.0,-0.07
7.0,7.0,-0.12
7.0,8.0,-0.04
7.0,9.0,-0.09
7.0,10.0,0.18
7.0,11.0,0.22
7.0,12.0,0.34
7.0,13.0,0.08
7.0,14.0,0.06
7.0,15.0,0.29
7.0,16.0,0.24
7.0,17.0,-0.12
7.0,18.0,-0.16
7.0,19.0,0.22
7.0,20.0,-0.28
8.0,1.0,0.04
8.0,2.0,-0.13
8.0,3.0,0.0
8.0,4.0,0.11
8.0,5.0,0.24
8.0,6.0,0.02
8.0,7.0,-0.04
8.0,8.0,-0.06
8.0,9.0,0.09
8.0,10.0,0.14
8.0,11.0,0.13
8.0,12.0,0.09
8.0,13.0,-0.2
8.0,14.0,-0.2
8.0,15.0,-0.1
8.0,16.0,0.0
8.0,17.0,-0.34
8.0,18.0,-0.25
8.0,19.0,-0.21
8.0,20.0,-0.33
9.0,1.0,0.0
9.0,2.0,0.25
9.0,3.0,0.03
9.0,4.0,-0.22
9.0,5.0,-0.01
9.0,6.0,-0.1
9.0,7.0,-0.09
9.0,8.0,0.09
9.0,9.0,-0.13
9.0,10.0,-0.07
9.0,11.0,-0.09
9.0,12.0,-0.06
9.0,13.0,0.08
9.0,14.0,0.28
9.0,15.0,0.26
9.0,16.0,0.12
9.0,17.0,0.34
9.0,18.0,0.43
9.0,19.0,0.14
9.0,20.0,0.1
10.0,1.0,-0.08
10.0,2.0,0.19
10.0,3.0,0.38
10.0,4.0,0.25
10.0,5.0,0.23
10.0,6.0,0.16
10.0,7.0,0.18
10.0,8.0,0.14
10.0,9.0,-0.07
10.0,10.0,-0.38
10.0,11.0,-0.26
10.0,12.0,-0.16
10.0,13.0,-0.06
10.0,14.0,-0.14
10.0,15.0,0.25
10.0,16.0,-0.22
10.0,17.0,0.2
10.0,18.0,-0.04
10.0,19.0,0.11
10.0,20.0,-0.11
11.0,1.0,0.19
11.0,2.0,0.19
11.0,3.0,0.31
11.0,4.0,0.14
11.0,5.0,0.2
11.0,6.0,0.25
11.0,7.0,0.22
11.0,8.0,0.13
11.0,9.0,-0.09
11.0,10.0,-0.26
11.0,11.0,0.03
11.0,12.0,-0.08
11.0,13.0,-0.14
11.0,14.0,-0.11
11.0,15.0,0.0
11.0,16.0,-0.29
11.0,17.0,-0.19
11.0,18.0,-0.35
11.0,19.0,-0.09
11.0,20.0,-0.07
12.0,1.0,-0.02
12.0,2.0,0.14
12.0,3.0,0.29
12.0,4.0,0.21
12.0,5.0,0.25
12.0,6.0,0.18
12.0,7.0,0.34
12.0,8.0,0.09
12.0,9.0,-0.06
12.0,10.0,-0.16
12.0,11.0,-0.08
12.0,12.0,-0.2
12.0,13.0,-0.14
12.0,14.0,-0.14
12.0,15.0,-0.26
12.0,16.0,-0.31
12.0,17.0,-0.05
12.0,18.0,0.17
12.0,19.0,-0.13
12.0,20.0,0.01
13.0,1.0,0.05
13.0,2.0,0.46
13.0,3.0,0.49
13.0,4.0,0.36
13.0,5.0,0.26
13.0,6.0,0.24
13.0,7.0,0.08
13.0,8.0,-0.2
13.0,9.0,0.08
13.0,10.0,-0.06
13.0,11.0,-0.14
13.0,12.0,-0.14
13.0,13.0,0.29
13.0,14.0,-0.25
13.0,15.0,-0.17
13.0,16.0,-0.17
13.0,17.0,-0.02
13.0,18.0,-0.52
13.0,19.0,-0.38
13.0,20.0,-0.42
14.0,1.0,0.13
14.0,2.0,0.08
14.0,3.0,0.18
14.0,4.0,0.53
14.0,5.0,0.3
14.0,6.0,0.5
14.0,7.0,0.06
14.0,8.0,-0.2
14.0,9.0,0.28
14.0,10.0,-0.14
14.0,11.0,-0.11
14.0,12.0,-0.14
14.0,13.0,-0.25
14.0,14.0,-0.53
14.0,15.0,-0.32
14.0,16.0,-0.3
14.0,17.0,-0.24
14.0,18.0,-0.14
14.0,19.0,-0.33
14.0,20.0,-0.18
15.0,1.0,0.69
15.0,2.0,0.44
15.0,3.0,0.27
15.0,4.0,0.35
15.0,5.0,0.43
15.0,6.0,0.34
15.0,7.0,0.29
15.0,8.0,-0.1
15.0,9.0,0.26
15.0,10.0,0.25
15.0,11.0,0.0
15.0,12.0,-0.26
15.0,13.0,-0.17
15.0,14.0,-0.32
15.0,15.0,-0.03
15.0,16.0,-0.15
15.0,17.0,-0.45
15.0,18.0,-0.74
15.0,19.0,-0.97
15.0,20.0,-0.1
16.0,1.0,0.03
16.0,2.0,0.65
16.0,3.0,0.39
16.0,4.0,0.59
16.0,5.0,0.67
16.0,6.0,0.58
16.0,7.0,0.24
16.0,8.0,0.0
16.0,9.0,0.12
16.0,10.0,-0.22
16.0,11.0,-0.29
16.0,12.0,-0.31
16.0,13.0,-0.17
16.0,14.0,-0.3
16.0,15.0,-0.15
16.0,16.0,0.04
16.0,17.0,-0.39
16.0,18.0,-0.72
16.0,19.0,-0.76
16.0,20.0,0.04
17.0,1.0,-0.19
17.0,2.0,0.99
17.0,3.0,-0.16
17.0,4.0,0.49
17.0,5.0,0.16
17.0,6.0,0.19
17.0,7.0,-0.12
17.0,8.0,-0.34
17.0,9.0,0.34
17.0,10.0,0.2
17.0,11.0,-0.19
17.0,12.0,-0.05
17.0,13.0,-0.02
17.0,14.0,-0.24
17.0,15.0,-0.45
17.0,16.0,-0.39
17.0,17.0,-0.29
17.0,18.0,-0.12
17.0,19.0,0.22
17.0,20.0,-0.21
18.0,1.0,0.24
18.0,2.0,0.31
18.0,3.0,0.41
18.0,4.0,0.42
18.0,5.0,0.35
18.0,6.0,0.3
18.0,7.0,-0.16
18.0,8.0,-0.25
18.0,9.0,0.43
18.0,10.0,-0.04
18.0,11.0,-0.35
18.0,12.0,0.17
18.0,13.0,-0.52
18.0,14.0,-0.14
18.0,15.0,-0.74
18.0,16.0,-0.72
18.0,17.0,-0.12
18.0,18.0,0.11
18.0,19.0,0.75
18.0,20.0,-0.38
19.0,1.0,0.71
19.0,2.0,0.0
19.0,3.0,0.44
19.0,4.0,0.36
19.0,5.0,0.19
19.0,6.0,0.44
19.0,7.0,0.22
19.0,8.0,-0.21
19.0,9.0,0.14
19.0,10.0,0.11
19.0,11.0,-0.09
19.0,12.0,-0.13
19.0,13.0,-0.38
19.0,14.0,-0.33
19.0,15.0,-0.97
19.0,16.0,-0.76
19.0,17.0,0.22
19.0,18.0,0.75
19.0,19.0,0.25
19.0,20.0,0.11
20.0,1.0,0.0
20.0,2.0,-0.34
20.0,3.0,0.2
20.0,4.0,0.25
20.0,5.0,0.42
20.0,6.0,0.09
20.0,7.0,-0.28
20.0,8.0,-0.33
20.0,9.0,0.1
20.0,10.0,-0.11
20.0,11.0,-0.07
20.0,12.0,0.01
20.0,13.0,-0.42
20.0,14.0,-0.18
20.0,15.0,-0.1
20.0,16.0,0.04
20.0,17.0,-0.21
20.0,18.0,-0.38
20.0,19.0,0.11
20.0,20.0,0.26
